country,source_type,dhs_region_code,dhs_region_name,unweighted_n,weighted_denominator,anc1_rate,anc4_rate,early_anc_rate,institutional_delivery_rate,cesarean_rate,tba_rate,skilled_birth_attendance_rate
Ghana,EMPIRICAL_DHS,15,upper east,633,413.25763900000004,0.992183581607447,0.9600421815532959,0.7180159394327899,0.9799918869747744,0.1880085402322713,0.009143107852291974,0.9830557977038303
Ghana,EMPIRICAL_DHS,16,upper west,598,250.53034000000002,0.992911756272706,0.9515914112452264,0.7194480764334503,0.9314260388386124,0.1558557658327405,0.04728802557616801,0.9167965623870227
Kenya,EMPIRICAL_DHS,1,mombasa,357,452.30831199999994,0.9899923474311427,0.6949708389528954,0.26808217255054534,0.9496010476254282,0.21660189615278258,0.0440264874260797,0.9496010476254282
Kenya,EMPIRICAL_DHS,2,kwale,413,299.188083,0.983923621423252,0.6951950338976344,0.248423379667231,0.8639078671385702,0.07197436042898217,0.07336480832426663,0.8985294751396935
Kenya,EMPIRICAL_DHS,3,kilifi,380,501.972445,0.9865042872333273,0.7309083248448618,0.2904335142402483,0.8368182773413894,0.09570691750637773,0.09097633822694297,0.844504380046682
Kenya,EMPIRICAL_DHS,4,tana river,612,140.55743900000002,0.9622677957859771,0.6242497833905435,0.18436828726582874,0.522924033022893,0.06255006546769028,0.4238474154143205,0.5775754897195866
Kenya,EMPIRICAL_DHS,5,lamu,427,65.02498200000001,0.9837680047060794,0.7150350966788687,0.27988726307350087,0.8819035605984683,0.16872926568479962,0.062037096261615875,0.9172009385873959
Kenya,EMPIRICAL_DHS,6,taita taveta,251,126.35908,0.9920928854401144,0.6468707690268828,0.3158880304820642,0.927347437980749,0.25434255650605486,0.009683661336790007,0.9521346438848031
Kenya,EMPIRICAL_DHS,7,garissa,580,239.332832,0.783881517565011,0.29524743262175,0.21246572604000033,0.5930152208679891,0.12163970769646967,0.1874394045533263,0.6523022562839977
Kenya,EMPIRICAL_DHS,8,wajir,683,148.555015,0.8267379815203351,0.4386320560048821,0.13823799918077986,0.5000080387510797,0.034510176592720834,0.4657569300869588,0.5270666267813746
Kenya,EMPIRICAL_DHS,9,mandera,883,249.85172500000002,0.771887840957205,0.38172046673586413,0.06922032776015233,0.49644239141797614,0.028124315916538335,0.2999926664534647,0.533311497646975
Kenya,EMPIRICAL_DHS,10,marsabit,518,130.11830500000002,0.9525764159808727,0.6733006847395826,0.26975558816529305,0.595872096611668,0.053504013194016396,0.277472161753856,0.7005952691748631
Kenya,EMPIRICAL_DHS,11,isiolo,467,95.943484,0.9949954008169629,0.5181760764641309,0.31354713613910307,0.8485642040662382,0.12435719021667428,0.11261283699538654,0.8667166574394225
Kenya,EMPIRICAL_DHS,12,meru,283,469.726899,0.9943373907593319,0.46564879526026337,0.22067302138326464,0.9572839016030611,0.22573796067635807,0.0,0.9349444879654433
Kenya,EMPIRICAL_DHS,13,tharaka-nithi,252,124.624528,0.9862647661161745,0.670686670010809,0.2905516932948006,0.9460234481917007,0.33978615796039036,0.006831856994380697,0.9397823010783529
Kenya,EMPIRICAL_DHS,14,embu,263,171.301244,0.9913854665278857,0.6357933336286116,0.26459824226600714,0.9565264754669411,0.2189816540531855,0.016066568053605818,0.9634969976869677
Kenya,EMPIRICAL_DHS,15,kitui,313,333.8463780000001,0.9385897727676485,0.6983081746446719,0.39425601069087785,0.7785112288498783,0.13121119096133124,0.10663481453287817,0.8392276382260945
Kenya,EMPIRICAL_DHS,16,machakos,271,385.430306,0.9792310243009238,0.7489456553224916,0.32327059271519804,0.9497832062407586,0.22016527841383876,0.03432035224544725,0.9425330866657896
Kenya,EMPIRICAL_DHS,17,makueni,322,295.92611300000004,0.9932179085650454,0.7626244503968308,0.4108686349985339,0.9291209532979378,0.22718297612274524,0.019393227699394004,0.9461946715549554
Kenya,EMPIRICAL_DHS,18,nyandarua,295,199.22727500000002,0.9866165515477866,0.6146483117190431,0.28541535482530517,0.9838458936189874,0.14116677711925005,0.0029306863564617586,0.979089133981099
Kenya,EMPIRICAL_DHS,19,nyeri,231,227.39166,0.982263053721697,0.7776581699408969,0.48498981457615575,0.9943511933876421,0.23169229547053627,0.0,0.9943511933876421
Kenya,EMPIRICAL_DHS,20,kirinyaga,266,206.463642,1.0,0.6776094000470687,0.3549535154574731,0.9731585374169086,0.36538334709844605,0.014896840422498447,0.9731585374169086
Kenya,EMPIRICAL_DHS,21,murang'a,262,323.58192,0.9872419509863507,0.6147491706840434,0.26238586549310144,0.9608402258012745,0.2565683549781818,0.0027784064921283318,0.9608402258012745
Kenya,EMPIRICAL_DHS,22,kiambu,351,1087.909841,0.9890491049724485,0.7116028172002541,0.33190922891765884,0.9831112902245982,0.3434728708145701,0.005447267826816117,0.9879255240600802
Kenya,EMPIRICAL_DHS,23,turkana,595,310.62465299999997,0.9879878418143206,0.6007297963758855,0.26119015050024047,0.5117878648285088,0.036988058947999745,0.1371556293365042,0.526555597013809
Kenya,EMPIRICAL_DHS,24,west pokot,775,416.59678899999994,0.9695663493713815,0.35639226031947,0.10184146545221122,0.5778775278111823,0.08012305392943529,0.35210442027045674,0.6270588341902675
Kenya,EMPIRICAL_DHS,25,samburu,573,148.841268,0.9203010317486972,0.5796535736326218,0.36617948943189005,0.5289479375556125,0.0583166152837852,0.1456671971163908,0.5371880901361207
Kenya,EMPIRICAL_DHS,26,trans nzoia,375,356.8611819999999,0.9863816175538956,0.6846614312889573,0.31950262488635156,0.9032301988477225,0.0970766713440362,0.08241763198922332,0.9063572535602581
Kenya,EMPIRICAL_DHS,27,uasin gishu,385,504.23425399999996,0.9847016071770458,0.7163300774590708,0.31001937270161495,0.9278224282500396,0.1318182855361185,0.03915715941556763,0.9322541120975109
Kenya,EMPIRICAL_DHS,28,elgeyo-marakwet,393,162.146798,0.9950341470214803,0.5353296975973797,0.15591368076186568,0.9592817861977699,0.09722446118162055,0.03413033883482546,0.9701366092250664
Kenya,EMPIRICAL_DHS,29,nandi,357,295.737708,0.9830455350659687,0.640893016295381,0.1701411545703625,0.8569336344986358,0.10580530150359813,0.09827736877707063,0.8805622966022744
Kenya,EMPIRICAL_DHS,30,baringo,450,254.801173,0.9928865462713603,0.5160670168828454,0.17900431927054053,0.8295694490540582,0.09746117975862799,0.10759401397416893,0.8434139928011871
Kenya,EMPIRICAL_DHS,31,laikipia,284,162.83923,0.9817453922817211,0.6244615781559777,0.272189112297062,0.901258949412965,0.12223574735785503,0.043890104444232844,0.9318963522642558
Kenya,EMPIRICAL_DHS,32,nakuru,419,877.696072,0.9790955057448195,0.7531885328566922,0.34819698505918223,0.9386618638541282,0.16530472524491618,0.003947174223939708,0.9309937199904245
Kenya,EMPIRICAL_DHS,33,narok,555,564.9459770000001,0.9758336852633465,0.5953005807878644,0.2110264281739841,0.703036909733043,0.08468357471872465,0.22187034656709712,0.7015322046730705
Kenya,EMPIRICAL_DHS,34,kajiado,426,525.8852850000001,0.9932912273336715,0.7994885612469657,0.2908338361804501,0.8108936895488831,0.1832872851718965,0.11929620746216074,0.81522536578996
Kenya,EMPIRICAL_DHS,35,kericho,399,366.94519399999996,0.9698913248540642,0.6042896095020585,0.25210319552723875,0.9139404667424444,0.19551364254835712,0.03930747541596763,0.9306432106477792
Kenya,EMPIRICAL_DHS,36,bomet,401,333.22786199999996,0.9754011920815342,0.5594286538732494,0.19530817299082914,0.8846203468850119,0.140789548941431,0.01071468963005926,0.8966094072176803
Kenya,EMPIRICAL_DHS,37,kakamega,393,621.698663,0.9999999999999999,0.7468354467544659,0.3410539570523865,0.9680450695713656,0.08126021537202288,0.04812674865056035,0.9649623903112171
Kenya,EMPIRICAL_DHS,38,vihiga,322,165.29086999999998,0.9937070889533588,0.816741408670945,0.5344115524955425,0.9645513151902302,0.14841616976677585,0.013099480681222705,0.9647950221545549
Kenya,EMPIRICAL_DHS,39,bungoma,441,579.503757,0.9897813682295585,0.7102923679490015,0.3989289857512446,0.8665849147226219,0.10465627361099705,0.2040582755253239,0.8619103299001559
Kenya,EMPIRICAL_DHS,40,busia,425,333.0323629999999,0.9951707399948504,0.7164397079622271,0.32704724406477936,0.8509136063487401,0.09823336806667499,0.06976693575285173,0.8787711185951014
Kenya,EMPIRICAL_DHS,41,siaya,389,311.92306299999996,0.9937638232785131,0.6726022078355399,0.33711473322894775,0.9236486366044283,0.1529312467483342,0.009570166800899501,0.9497331442855029
Kenya,EMPIRICAL_DHS,42,kisumu,421,425.77835600000003,0.9871702621951194,0.6268806060246711,0.3220893011504913,0.9667913520155605,0.0873314467791268,0.011721829879565876,0.9811333056813071
Kenya,EMPIRICAL_DHS,43,homa bay,403,373.741534,0.9753142785985478,0.6798389604938038,0.2690741727136779,0.9110116467131345,0.10186794729081303,0.031097366824603317,0.9044549900697123
Kenya,EMPIRICAL_DHS,44,migori,498,446.176919,1.0000000000000004,0.6178182702864845,0.29820477899680775,0.9336072010465244,0.07486162909329833,0.02446113466929449,0.922692736882936
Kenya,EMPIRICAL_DHS,45,kisii,317,381.13694399999997,0.97717699674943,0.6036485898917349,0.2919119922317115,0.9355862023651582,0.20809833357769164,0.01095492181914549,0.9355142896284373
Kenya,EMPIRICAL_DHS,46,nyamira,257,134.530127,0.9999999999999994,0.6673947348082602,0.20626743804368533,0.9476485209705375,0.13967137722003928,0.0,0.9337903170545107
Kenya,EMPIRICAL_DHS,47,nairobi,452,1986.680663,0.9999999999999991,0.8162145444863632,0.42388153833608394,0.9930162773516603,0.28721581676229674,0.0037369381374523594,0.9930162773516603
Tanzania,EMPIRICAL_DHS,1,dodoma,273,442.8584890000001,0.9618848771365897,0.7374391473898676,0.5173975974494563,0.9131113275284253,0.19163495961435595,0.04921615454633609,0.8779186324272609
Tanzania,EMPIRICAL_DHS,2,arusha,349,367.25317700000005,0.9459389459064801,0.6931145681601835,0.38453416704434745,0.6512714123706781,0.13992799848581527,0.19378802257597139,0.6366951545796933
Tanzania,EMPIRICAL_DHS,3,kilimanjaro,226,251.28365600000006,0.8611489047172403,0.6908441419640702,0.44297287352112613,0.9576801084445778,0.26871949985757215,0.0,0.9410091457669975
Tanzania,EMPIRICAL_DHS,4,tanga,355,550.093012,0.6757449765168144,0.5705055128273976,0.34541631120091093,0.670639885513247,0.11160936086336014,0.18350702647902134,0.6003690197995434
Tanzania,EMPIRICAL_DHS,5,morogoro,326,469.94284400000004,0.9929827952678395,0.8161417757160889,0.45775750242559593,0.8193038202728016,0.1424867028559758,0.06678258337554097,0.7211298425794529
Tanzania,EMPIRICAL_DHS,6,pwani,313,341.686047,0.7488888485524658,0.5861677462602357,0.36153086784428295,0.8379810060379304,0.07118118793144408,0.05283225475729091,0.7635342355301813
Tanzania,EMPIRICAL_DHS,7,dar es salaam,366,625.5929740000001,0.9936299116117694,0.9074021433497327,0.46137764645960105,1.000000000000002,0.2654183826221743,0.0,1.000000000000002
Tanzania,EMPIRICAL_DHS,8,lindi,169,172.397518,0.9929603208212571,0.6688712790488593,0.40001016152686003,0.9623972028045015,0.1475597485552217,0.017702862749606918,0.8908851746808737
Tanzania,EMPIRICAL_DHS,9,mtwara,199,217.42105500000002,0.9912892583815275,0.8425219997892389,0.6041314375961361,0.9719418402177292,0.17746674850333316,0.0031809082488694304,0.9340186463508053
Tanzania,EMPIRICAL_DHS,10,ruvuma,300,250.52408400000002,0.9766362351111565,0.7870877873270798,0.4106895181867532,0.9689494068574266,0.22618957108011742,0.0,0.893149434000237
Tanzania,EMPIRICAL_DHS,11,iringa,228,188.18629800000002,0.928580332390309,0.7185566605365311,0.600711038501199,0.9999999999999999,0.22246754526656665,0.0,0.8849610676552632
Tanzania,EMPIRICAL_DHS,12,mbeya,284,302.59448800000007,0.907367405445803,0.6952400977837317,0.5128540292096332,0.7973326532279893,0.18228517023243795,0.011349215938583042,0.791984514723689
Tanzania,EMPIRICAL_DHS,13,singida,298,284.919672,0.9792353964507305,0.6290194117389903,0.24838430546364554,0.8100845117554261,0.09223975877127333,0.034190492485948895,0.8613240578024731
Tanzania,EMPIRICAL_DHS,14,tabora,595,671.8230239999999,0.8656530971974825,0.5203599390191568,0.2994114609469723,0.736869385006611,0.05146539780789853,0.005662620089745346,0.6738393209804174
Tanzania,EMPIRICAL_DHS,15,rukwa,348,287.224562,0.6898453486195012,0.4937643215234534,0.3359169826490579,0.9334656807204421,0.026684674104297926,0.0278794070239474,0.9452001862024624
Tanzania,EMPIRICAL_DHS,16,kigoma,405,453.9630639999999,0.7970496387008106,0.6011499371083464,0.4799065512193562,0.9385904464440186,0.08466009454813452,0.01498167975940963,0.9432692700216357
Tanzania,EMPIRICAL_DHS,17,shinyanga,417,424.462403,0.6502853587669212,0.4508430369266654,0.33303108558804845,0.7985162856786666,0.04071092017740988,0.051732197214889614,0.6838593902743382
Tanzania,EMPIRICAL_DHS,18,kagera,411,643.559724,1.0000000000000016,0.7046100755445743,0.4593834824787796,0.7617067738488792,0.06098907219755679,0.06900780851208821,0.5977331785260128
Tanzania,EMPIRICAL_DHS,19,mwanza,452,892.8398590000002,0.9624396771967855,0.6806146421553012,0.3272620406138928,0.7893216305142304,0.08161651631735806,0.02362017334566653,0.8253966388344881
Tanzania,EMPIRICAL_DHS,20,mara,419,637.323241,0.9903453206330289,0.720251196299288,0.3966221610648658,0.7069545051523304,0.03168234898724797,0.1026518529618473,0.5374331183417568
Tanzania,EMPIRICAL_DHS,21,manyara,368,352.56537499999996,0.9541046573025781,0.4549999213865427,0.17084570945808275,0.543989463662831,0.0624113777690917,0.25822276387800824,0.5474409982443703
Tanzania,EMPIRICAL_DHS,22,njombe,218,122.85093399999998,0.6421878085367931,0.4981594778146348,0.6227533400256103,0.9858266261774229,0.3158074750572587,0.008371308808401352,0.7712941635162005
Tanzania,EMPIRICAL_DHS,23,katavi,464,167.92233000000002,0.6888834737267427,0.441792636864144,0.18305584601044322,0.6929940038936065,0.04696349460732175,0.17745394600642558,0.7176216513167373
Tanzania,EMPIRICAL_DHS,24,simiyu,434,379.63821099999996,0.6653185838713301,0.3382404716932675,0.18097808582553712,0.6757971879093035,0.019867803947501938,0.06822498296590797,0.6282437184011569
Tanzania,EMPIRICAL_DHS,25,geita,514,719.6218279999998,0.9540134159301031,0.5880896685360688,0.24598143430411626,0.7245996122325506,0.01426490985206168,0.015620637020878023,0.708081825471448
Tanzania,EMPIRICAL_DHS,26,songwe,310,263.976768,0.9906691350278374,0.7325243342211718,0.38567511959928247,0.8698272905588669,0.08009879503259862,0.04095580138946708,0.8552983631690854
Tanzania,EMPIRICAL_DHS,51,kaskazini unguja,290,44.13264099999999,0.9346084703367256,0.673844333574931,0.2065803979726619,0.8131108856428829,0.05308022992857927,0.12589896266233863,0.7697956357193153
Tanzania,EMPIRICAL_DHS,52,kusini unguja,277,25.811582,0.9999999999999986,0.8631339222941012,0.3430035619965715,0.8974306876568683,0.14653081016403213,0.06773491619145883,0.8735068042144567
Tanzania,EMPIRICAL_DHS,53,mjini magharibi,359,150.359847,0.991515738710625,0.8816614262390697,0.32896072677802496,0.9444980058389354,0.19867566072501736,0.02396994909095645,0.9268256857908128
Tanzania,EMPIRICAL_DHS,54,kaskazini pemba,361,46.93544,0.9936011849916649,0.7325158091028672,0.23658812725451417,0.7342659347259701,0.053534066820480355,0.22521007437158425,0.7586137738726816
Tanzania,EMPIRICAL_DHS,55,kusini pemba,380,55.99311999999999,0.9721216101625579,0.7119988647425112,0.3532349122057415,0.7441774681878426,0.07225007754900606,0.21715504883916534,0.7628710802059632
Uganda,EMPIRICAL_DHS,0,kampala,680,575.6344819999999,0.9788894210556491,0.6683598641568084,0.26315910126799663,0.9470756395007756,0.12625890117536642,0.006197161760716066,0.954594975080037
Uganda,EMPIRICAL_DHS,1,south buganda,1241,1868.6120259999998,0.9752428722224449,0.6470063054929339,0.2994928229485719,0.8142213509141583,0.11092369208588196,0.11762469359169159,0.8224852150234422
Uganda,EMPIRICAL_DHS,2,north buganda,1263,1637.6467149999999,0.9887405904276715,0.5755659143459857,0.21088621199064816,0.7585858138429444,0.0687692876421152,0.12354631078046648,0.7744905799172932
Uganda,EMPIRICAL_DHS,3,busoga,1392,1514.6554810000002,0.9851631300226917,0.6614692882906812,0.2994145874062044,0.7744568197725453,0.026576754186500164,0.08498547730142204,0.7466480181046531
Uganda,EMPIRICAL_DHS,4,bukedi,1109,1055.282534,0.9802012109576607,0.546995471508145,0.25813030465042325,0.6612910670903533,0.025040563212808755,0.15816800868230804,0.6727598070906763
Uganda,EMPIRICAL_DHS,5,bugisu,796,758.1141829999999,0.9779206132901348,0.4716274398857997,0.17653581805671245,0.5755804493947939,0.027919482941529412,0.05155438043031573,0.5756381304899028
Uganda,EMPIRICAL_DHS,6,teso,1155,939.3009040000001,0.9928824187084969,0.5331839353779638,0.19395027175835952,0.7473913832320159,0.04950272660798546,0.12451984502721185,0.7547544199957462
Uganda,EMPIRICAL_DHS,7,karamoja,871,430.12423600000005,0.981904835160624,0.660241221429227,0.550488005513883,0.7338194637634177,0.028647780932824902,0.11996103841960674,0.7238980483768879
Uganda,EMPIRICAL_DHS,8,lango,961,793.4111270000001,0.9854463888253124,0.5588989138836835,0.3303452686517274,0.6719795239631332,0.04552405962576238,0.1986424889148296,0.6815184241801034
Uganda,EMPIRICAL_DHS,9,acholi,906,738.577018,0.9942305869739929,0.6091886896926345,0.38823163326248794,0.8573548879521037,0.04807207043757639,0.10757573152648514,0.807629092786096
Uganda,EMPIRICAL_DHS,10,west nile,1089,1061.4023630000002,0.9894595136029594,0.6531077406678452,0.27887503126194335,0.8039520806742532,0.06402664055316823,0.077444452608591,0.7819485860707471
Uganda,EMPIRICAL_DHS,11,bunyoro,1083,904.697512,0.9362553739578298,0.4454006256380849,0.23828118487353223,0.5696512327571315,0.03511218253843887,0.2004884180559126,0.5773561052967725
Uganda,EMPIRICAL_DHS,12,tooro,1166,1200.588025,0.984409061646316,0.6393632910519956,0.3375667383935695,0.7471950987268235,0.09905839466262525,0.1056849688301697,0.7591984344504852
Uganda,EMPIRICAL_DHS,13,ankole,1043,1204.3857600000001,0.9701307550799867,0.6830016601865228,0.4129260570500609,0.7253964316558501,0.05994048340446079,0.0544219370378474,0.7091269262432992
Uganda,EMPIRICAL_DHS,14,kigezi,687,503.03746699999994,0.997696892641738,0.5939919312202628,0.3670449515696157,0.7065903422172587,0.08111162907660983,0.048073236262538684,0.7071032484345745
